Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
2015,39.6,49.7,248.595,6.14,95,80,24.3,96,95,333.61912567456767,8.764678074116606,1.1378330018213911,6.4,6.1,9.2,0,1,0,0,0,0,0,0,0,0
2015,6.7,7.8,56.2695,1.03,99,91,29.1,99,99,1.0618365465453596,11.051524724531761,1.2725655957915476,5.2,4.9,9.8,0,1,0,0,0,1,0,0,0,0
2006,23.4,27.9,137.01,4.36,95,96,23.9,97,96,1.3498588075760032,7.851661177889265,0.3852624007906449,8.3,8.3,4.5,0,1,0,0,0,0,0,0,0,0
2013,88.4,143.0,316.669,0.0,42,64,23.0,47,42,1.1388283833246218,5.802118375377063,2.643333886382519,6.8,6.6,2.1,0,1,0,0,0,0,0,0,0,0
2001,5.4,6.6,76.0075,2.83,96,97,26.2,93,92,1.0832870676749586,10.243809512312088,2.0068708488450007,1.1,1.1,12.1,1,0,0,0,0,1,0,0,0,0
2003,7.0,8.1,141.427,9.06,97,97,25.6,98,99,1.0832870676749586,8.971956271245688,3.6686767467964168,2.4,2.6,11.5,1,0,0,0,1,0,0,0,0,0
2010,7.3,8.5,71.212,1.96,99,98,25.0,99,99,1.0512710963760241,9.951467865054695,0.8064758658669485,6.0,5.9,8.4,0,1,0,0,0,1,0,0,0,0
2013,3.8,4.4,52.8665,9.74,88,86,25.1,96,96,1.0512710963760241,11.330755896625444,2.2071749081893874,0.4,0.3,13.4,1,0,0,0,0,0,0,0,1,0
2001,8.1,9.4,132.819,0.52,95,91,24.0,95,96,1.3099644507332473,8.74623928838306,3.2072080200005186,9.7,9.4,8.4,0,1,1,0,0,0,0,0,0,0
2012,44.6,64.8,232.446,0.85,68,64,21.1,71,70,1.1972173631218102,6.144185634125646,3.150596984114906,7.4,7.3,6.1,0,1,0,0,0,0,0,0,0,0
2015,24.2,28.9,164.871,1.59,78,65,29.6,71,72,1.1853048513203654,7.97522083865341,0.10436001532424286,0.2,0.2,8.0,0,1,0,0,0,0,0,1,0,0
2000,18.7,22.0,197.392,5.81,95,99,22.9,97,97,1.9347923344020317,8.165932137321585,4.158101528024852,9.4,9.7,6.1,0,1,1,0,0,0,0,0,0,0
2003,23.3,26.3,139.9,3.0,93,93,25.8,96,94,1.0832870676749586,7.526717561352706,1.3912819026309295,2.0,2.1,10.8,0,1,0,0,0,0,0,0,1,0
2008,18.5,20.8,165.5335,7.17,99,83,26.4,99,99,1.4918246976412703,8.880585523102495,0.10436001532424286,3.6,3.6,8.1,0,1,0,1,0,0,0,0,0,0
2004,35.9,44.9,256.5495,1.7,98,98,24.7,99,99,1.0202013400267558,7.577121930876679,1.252762968495368,2.3,2.4,8.5,0,1,1,0,0,0,0,0,0,0
2012,7.5,9.0,134.3515,8.22,98,90,26.3,97,98,1.2214027581601699,9.532713684217894,0.08617769624105241,3.3,3.3,9.2,0,1,0,1,0,0,0,0,0,0
2011,8.1,9.8,91.9455,0.91,93,93,26.5,96,97,1.1051709180756477,10.441295847632006,0.32930374714260047,5.9,5.4,8.8,0,1,1,0,0,0,0,0,0,0
2014,23.7,30.1,201.364,4.61,67,54,23.0,82,67,1.0941742837052104,7.961370201719511,4.62015731579634,1.0,9.7,9.2,0,1,1,0,0,0,0,0,0,0
2013,19.1,21.4,172.944,5.84,86,15,26.3,78,86,1.7160068621848585,9.177197153382929,0.4382549309311553,3.5,3.5,8.1,0,1,0,0,0,0,0,0,0,1
2004,15.5,18.0,184.5775,6.1,96,95,23.2,98,98,1.5219615556186337,8.357962965845681,4.189654742026425,9.0,9.2,6.8,0,1,1,0,0,0,0,0,0,0
2003,4.3,5.2,93.89,11.28,64,78,25.6,96,95,1.0832870676749586,10.50829520177255,2.431857428698185,0.8,0.8,10.4,1,0,0,0,1,0,0,0,0,0
2005,12.2,14.2,132.3135,1.97,99,99,22.0,99,99,1.0202013400267558,7.716906135298388,3.0223742045004123,15.4,15.5,10.4,0,1,1,0,0,0,0,0,0,0
2003,110.4,183.8,340.0665,2.2,67,64,22.0,21,40,4.178699191923246,7.612336837167746,2.9507349076232554,1.4,1.3,4.4,0,1,0,0,0,0,0,0,0,0
2013,71.0,92.6,523.0825,2.55,93,82,24.8,90,93,103777.0368200868,7.01211529430638,1.1085626195212777,6.1,5.9,6.0,0,1,0,0,0,0,0,0,0,0
2014,40.2,57.1,248.088,1.83,98,67,23.8,94,98,2.3163669767810915,7.48324441607385,3.340030946424668,6.4,6.3,6.9,0,1,0,0,0,0,0,0,0,0
2012,14.6,16.3,216.56,3.73,95,97,26.1,98,99,1.1388283833246218,9.192685436737461,2.8786365016777435,2.4,2.5,11.5,0,1,1,0,0,0,0,0,0,0
2015,12.6,14.1,125.4875,4.04,94,97,26.3,96,94,1.0941742837052104,8.190908881182514,1.3686394258811698,2.1,2.2,11.6,0,1,0,0,0,0,0,0,1,0
2007,58.8,71.6,174.443,0.046,74,64,20.4,70,70,1.0618365465453596,6.839476438228843,0.712949807856125,11.8,11.8,3.5,0,1,0,0,0,0,0,1,0,0
2007,83.3,145.4,291.4325,0.56,74,64,22.3,76,74,1.9155408290138962,6.548219102762372,2.6844403354630764,9.4,9.3,1.8,0,1,0,0,0,0,0,0,0,0
2005,78.5,170.2,281.6355,0.096,72,64,21.2,46,45,1.2712491503214047,6.021023349349527,2.6823904543216326,11.9,11.8,1.3,0,1,0,0,0,0,0,0,0,0
2001,36.2,45.2,229.173,7.36,85,88,24.8,90,85,2.664456241929417,8.280964400553373,0.5596157879354227,5.9,5.7,7.8,0,1,0,0,0,0,0,0,0,1
2008,3.5,4.1,60.1245,7.96,96,83,25.7,96,96,1.0832870676749586,10.42022566305372,4.09150720740194,0.5,0.5,9.5,1,0,0,0,1,0,0,0,0,0
2007,21.7,24.4,184.093,6.03,89,87,26.7,90,88,1.4918246976412703,9.802395690974855,0.8372475245337022,6.1,6.5,10.5,0,1,0,1,0,0,0,0,0,0
2012,15.1,17.6,190.07,2.41,92,95,27.3,93,92,1.2214027581601699,8.169053149927343,1.979621206397625,1.6,1.6,6.7,0,1,0,1,0,0,0,0,0,0
2001,5.5,6.4,86.493,11.31,88,86,26.4,91,91,1.0832870676749586,10.593855875645637,4.0963425648847736,0.7,0.5,11.8,1,0,0,0,0,0,0,0,1,0
2003,53.2,85.4,459.654,1.5,73,28,22.2,75,73,40.85380652699027,7.035268599281097,3.5745903077118086,8.8,8.8,5.6,0,1,0,0,0,0,0,0,0,0
2002,26.8,30.4,177.768,7.02,92,80,25.0,99,99,1.2840254166877414,8.840145877949938,5.195952359870009,3.3,3.3,6.0,0,1,0,0,0,0,0,0,0,1
2002,76.8,96.5,249.406,0.48,75,64,20.0,38,54,1.0408107741923882,6.8885724595653635,0.6523251860396901,12.1,12.1,2.9,0,1,0,0,0,0,0,1,0,0
2005,23.5,26.5,197.449,4.52,83,16,25.8,84,83,2.3396468519259908,8.929435283803425,0.4054651081081644,3.5,3.4,7.7,0,1,0,0,0,0,0,0,0,1
2010,49.5,76.3,355.2225,8.55,80,64,22.0,79,80,22.646379643175397,6.645090969505644,3.509453700432007,6.0,6.0,5.7,0,1,0,0,0,0,0,0,0,0
2007,17.1,19.1,180.6545,6.89,94,92,26.5,88,98,1.0941742837052104,7.973155433444133,1.5810384379124023,2.7,2.9,12.1,0,1,0,0,0,0,0,0,1,0
2012,71.8,113.0,282.0,0.24,62,64,22.7,56,62,2.203396426255937,6.6052979209482015,2.4553061800117097,7.8,7.8,2.4,0,1,0,0,0,0,0,0,0,0
2011,24.5,29.3,141.3175,1.82,63,65,26.0,75,65,1.1853048513203654,7.961370201719511,0.2151113796169455,1.5,1.4,6.7,0,1,0,0,0,0,0,1,0,0
2014,10.8,12.1,118.5375,7.93,94,96,27.5,92,94,1.1388283833246218,9.515543058145953,3.7766613674974696,1.0,0.9,9.8,0,1,0,0,0,0,0,0,0,1
2012,3.4,4.0,73.3235,11.32,88,93,26.4,94,95,1.030454533953517,10.59838320363019,4.39974375547904,1.1,1.1,14.0,1,0,0,0,1,0,0,0,0,0
2014,55.8,74.7,229.794,0.13,88,64,24.2,87,87,1.010050167084168,7.138073034044347,0.5653138090500605,6.8,6.6,4.8,0,1,0,0,0,0,0,0,0,0
2015,12.7,14.8,151.6085,8.7,98,98,26.6,97,97,33.11545195869231,9.626349693960018,0.08617769624105241,5.7,6.0,9.5,0,1,0,0,0,0,0,0,0,0
2007,59.6,99.9,487.29,1.93,87,64,22.3,88,87,265.0716057862269,5.752572638825633,2.663052835171474,7.1,7.0,3.8,0,1,0,0,0,0,0,0,0,0
2009,49.8,65.2,208.5885,0.54,86,35,29.5,84,86,1.1853048513203654,7.251344983372214,0.09531017980432493,0.1,0.1,7.8,0,1,0,0,0,0,0,1,0,0
2007,49.8,74.0,343.5545,1.3,64,64,22.6,71,72,7.845969810318449,7.6246189861593985,1.5851452198650557,8.5,8.2,5.9,0,1,0,0,0,0,0,0,0,0
2013,35.8,49.5,267.946,1.03,94,88,20.6,94,94,1.1735108709918103,6.635946555686647,1.4678743481123135,8.6,8.4,3.9,0,1,0,0,0,0,0,0,0,0
2008,72.7,132.9,290.0395,5.47,93,30,21.7,92,93,1.4918246976412703,6.318968113746434,2.753023566744941,9.5,9.1,1.3,0,1,0,0,0,0,0,0,0,0
2014,9.0,11.6,84.358,5.65,99,99,23.6,99,99,1.1051709180756477,8.927181388251986,7.224651434072312,3.7,3.0,7.6,0,1,1,0,0,0,0,0,0,0
2003,21.5,25.4,152.0585,4.04,82,95,25.7,97,87,1.2214027581601699,8.398860004454372,2.6651427000909336,1.5,1.4,7.1,0,1,0,0,0,0,0,0,0,1
2014,61.2,104.5,262.583,6.93,91,17,22.0,91,91,1.2214027581601699,6.473890696352274,2.922623801733353,8.2,7.7,1.4,0,1,0,0,0,0,0,0,0,0
2003,43.3,74.4,495.7265,2.29,83,64,23.2,82,79,16983.54138073373,8.101374671228582,1.0577902941478545,14.2,14.3,5.8,0,1,0,0,0,0,0,0,0,0
2001,28.4,34.4,149.3995,3.86,66,96,23.4,91,90,1.4769807938826427,7.592870287844818,0.36464311358790924,9.4,9.3,3.7,0,1,0,0,0,0,0,0,0,0
2007,73.6,116.2,261.384,1.23,82,83,22.8,82,82,2.0750806076741224,6.889591308354466,2.2460147415056513,8.3,8.2,2.8,0,1,0,0,0,0,0,0,0,0
2001,119.7,176.6,330.7235,4.42,58,64,23.1,54,42,33.11545195869231,6.647688373563329,1.3737155789130306,9.0,9.0,3.5,0,1,0,0,0,0,0,0,0,0
2015,7.5,8.7,109.1795,2.72,99,99,23.0,99,99,1.010050167084168,8.254528881939745,3.089677886396519,15.1,15.0,10.9,0,1,1,0,0,0,0,0,0,0
2014,36.2,52.3,193.5185,0.19,89,64,22.9,85,89,1.1051709180756477,7.07326971745971,2.719319793360441,9.7,9.5,2.8,0,1,0,0,0,0,0,0,0,0
2003,5.3,6.2,84.179,11.28,88,86,26.5,91,91,1.0832870676749586,10.635831407498888,4.105119635390059,0.7,0.5,12.0,1,0,0,0,0,0,0,0,1,0
2002,19.9,23.5,165.1785,4.32,78,93,25.0,83,81,1.2586000099294778,8.295049140435111,3.734808386002336,2.5,2.3,6.5,0,1,0,0,0,0,0,0,0,1
2006,66.1,102.8,322.4755,0.29,52,64,20.2,59,46,1.7860384307500734,5.817111159963204,4.375631227585021,11.4,11.1,2.0,0,1,0,0,0,0,0,0,0,0
2003,7.6,9.5,205.7495,11.29,95,93,26.1,91,94,1.0512710963760241,9.021235862885396,1.4861396960896067,3.2,3.2,11.3,1,0,0,0,1,0,0,0,0,0
2015,20.6,24.4,185.858,2.63,99,94,27.6,99,99,1.1274968515793757,8.592671652592143,0.6259384308664954,4.0,3.7,10.8,0,1,0,0,0,0,0,1,0,0
2003,3.9,4.8,120.2325,13.87,92,98,26.6,97,97,1.0832870676749586,9.505171826581176,2.4150205223238337,2.2,2.2,11.4,1,0,0,0,1,0,0,0,0,0
2003,73.2,125.4,569.503,2.39,81,39,21.7,85,83,6002.912217261018,6.738152494595957,2.506341930508065,7.3,7.2,6.1,0,1,0,0,0,0,0,0,0,0
2013,47.3,69.6,234.3685,0.57,72,64,20.5,70,72,1.2840254166877414,6.322565239927284,4.568402461795877,1.6,1.4,2.5,0,1,0,0,0,0,0,0,0,0
2013,13.5,14.6,101.5875,9.05,91,89,27.5,91,91,1.3634251141321778,9.694801486310846,0.2468600779315258,3.8,3.8,10.5,0,1,0,1,0,0,0,0,0,0
2003,37.1,43.1,223.222,6.35,99,65,25.0,98,98,1.0618365465453596,6.668228248417403,1.7984040119467235,3.5,3.5,10.0,0,1,1,0,0,0,0,0,0,0
2015,25.6,41.6,178.1065,0.23,41,47,28.2,50,41,1.1388283833246218,6.887552571664617,2.9444389791664403,6.3,6.1,5.1,0,1,0,0,0,1,0,0,0,0
2007,75.4,139.5,294.591,5.55,89,31,21.6,93,89,1.5840739849944818,6.293419278846481,2.7245795030534206,9.8,9.3,1.3,0,1,0,0,0,0,0,0,0,0
2004,49.0,75.8,319.386,8.02,70,64,24.2,44,45,17.115765537145876,8.9237243977064,0.8544153281560676,7.4,7.2,6.8,0,1,0,0,0,0,0,0,0,0
2011,6.0,6.9,101.667,4.71,88,88,25.4,89,88,1.0832870676749586,8.339500903005945,1.5390154481375546,2.6,2.5,7.2,0,1,0,0,0,0,0,0,1,0
2004,34.0,42.2,224.933,8.65,91,63,25.1,91,91,2.509290389936298,8.300528606199737,0.5596157879354227,5.8,5.6,7.9,0,1,0,0,0,0,0,0,0,1
2000,8.7,9.9,121.234,3.87,92,74,24.8,87,85,1.0832870676749586,7.954723334497908,1.55814461804655,3.3,3.2,7.0,0,1,0,0,0,0,0,0,1,0
2011,51.5,73.4,483.806,6.89,91,92,26.4,85,91,7131270.7334797075,8.118802996980035,0.7275486072772779,5.1,5.2,5.9,0,1,0,0,0,0,0,0,0,0
2001,55.8,74.6,229.513,0.091,46,65,20.8,73,72,1.1853048513203654,6.361302477572996,3.232778730037192,18.3,19.0,2.5,0,1,1,0,0,0,0,0,0,0
2012,18.4,21.5,150.585,2.71,97,83,26.3,98,97,1.0725081812542165,7.699842407396986,2.265921108622454,2.2,2.1,5.5,0,1,0,1,0,0,0,0,0,0
2013,3.2,3.9,67.3475,12.1,95,82,25.5,95,95,1.0832870676749586,10.698739956033227,2.2491843162669305,1.8,2.0,11.9,1,0,0,0,1,0,0,0,0,0
2014,71.9,94.2,518.279,2.75,93,82,24.9,88,93,53103.599918108266,7.02197642307216,1.1118575154181303,5.8,5.6,6.1,0,1,0,0,0,0,0,0,0,0
2009,12.8,14.9,77.1955,1.41,98,96,24.4,98,98,1.1853048513203654,9.014690384970896,0.30010459245033816,14.1,14.2,4.7,0,1,1,0,0,0,0,0,0,0
2001,5.2,6.0,81.3035,8.75,90,77,26.7,90,91,1.030454533953517,9.8685337232726,2.4731713935695794,0.9,0.8,8.8,1,0,0,0,1,0,0,0,0,0
2012,22.2,26.3,155.3845,0.19,93,64,29.1,93,93,1.1388283833246218,8.152774052744075,4.470724089435168,2.9,2.8,6.8,0,1,0,0,0,0,0,0,0,0
2005,4.0,4.9,88.2405,12.21,77,79,25.7,97,97,1.0832870676749586,10.556515616499246,2.4406063908914204,0.8,0.8,10.7,1,0,0,0,1,0,0,0,0,0
2015,27.4,33.1,208.003,0.04,99,94,23.8,98,99,1.1388283833246218,7.9208096792886,0.5481214085096876,15.4,16.0,3.1,0,1,1,0,0,0,0,0,0,0
2009,2.3,2.8,60.491,1.73,96,95,23.5,97,97,1.1274968515793757,10.676692825266652,1.7900914121273581,2.1,2.1,10.5,0,1,1,0,0,0,0,0,0,0
2011,25.7,33.0,196.7465,6.31,96,71,24.5,96,96,1.3099644507332473,7.266827347520591,0.16551443847757333,6.0,5.9,5.0,0,1,0,1,0,0,0,0,0,0
2015,41.3,59.0,218.4575,0.86,69,64,21.3,68,69,1.2712491503214047,6.148468295917647,3.2280337626529665,7.1,7.1,6.1,0,1,0,0,0,0,0,0,0,0
2005,47.0,55.6,158.27,0.65,81,92,24.6,79,84,1.0512710963760241,6.448889394146858,2.052840859882657,3.8,3.9,10.5,0,1,1,0,0,0,0,0,0,0
2009,29.5,36.0,179.8285,0.2,75,87,27.9,78,78,1.1388283833246218,8.271292652979412,3.4001968813285717,5.4,5.1,6.3,0,1,0,0,0,1,0,0,0,0
2001,7.0,8.3,114.2395,8.25,89,86,27.7,89,94,1.1388283833246218,10.79400909251632,5.6558869102130815,0.8,0.6,12.7,1,0,0,0,0,0,1,0,0,0
2005,33.4,41.4,223.5645,5.84,93,72,25.2,93,93,2.3396468519259908,8.280204233279974,0.5596157879354227,5.7,5.5,7.9,0,1,0,0,0,0,0,0,0,1
2008,4.0,4.7,59.218,10.29,88,83,25.0,96,95,1.0725081812542165,11.326583838513384,2.157559320943788,0.5,0.4,12.9,1,0,0,0,0,0,0,0,1,0
2004,7.1,8.3,129.9325,0.51,94,91,24.3,95,95,1.2460767305873808,8.86007342433278,3.2653776585196206,9.2,8.9,7.8,0,1,1,0,0,0,0,0,0,0
2001,4.5,5.4,91.5155,12.35,44,34,25.0,83,84,1.0832870676749586,10.576074819130712,2.201659174404085,1.7,1.9,9.2,1,0,0,0,1,0,0,0,0,0
2009,75.9,120.3,295.2,0.19,57,64,22.5,60,57,2.664456241929417,6.513230110912307,2.3942522815198695,8.4,8.4,1.6,0,1,0,0,0,0,0,0,0,0
2011,5.0,6.0,70.233,9.45,95,86,27.7,95,95,1.0408107741923882,10.488965999997278,1.682688374173693,0.3,0.3,12.0,1,0,0,0,0,0,0,1,0,0
2003,13.6,15.8,262.4035,6.81,77,99,25.9,99,97,1.632316219955379,7.51425465281641,3.887935209899056,2.8,2.9,10.6,0,1,0,0,0,0,0,0,1,0
2013,55.0,102.7,257.1655,0.09,67,64,21.7,62,67,1.0725081812542165,6.154858094016418,2.970414465569701,1.0,9.9,1.7,0,1,0,0,0,0,0,0,0,0
2006,49.7,65.1,212.398,0.69,88,35,29.3,86,86,1.1853048513203654,7.311886164077165,0.08617769624105241,0.2,0.1,7.4,0,1,0,0,0,0,0,1,0,0
2000,64.3,99.7,299.502,1.95,80,55,22.6,88,88,5.754602676005731,6.948897222313312,3.0096351787229825,9.2,9.2,6.1,0,1,0,0,0,0,0,0,0,0
2011,45.5,68.4,301.7985,7.09,90,64,22.9,88,90,11.023176380641601,6.740519359606223,3.8431015599617244,7.0,6.9,5.1,0,1,0,0,0,0,0,0,0,0
2009,9.7,11.2,113.037,6.45,95,93,26.6,95,95,1.2586000099294778,9.433243894485784,1.4701758451005926,1.5,1.5,8.4,0,1,0,0,0,0,0,0,0,1
2011,12.6,14.6,149.406,3.36,98,89,25.0,98,98,2.6379444593541526,9.002701007197938,0.8109302162163288,7.1,7.1,8.5,0,1,0,0,0,0,0,0,0,0
2001,59.8,108.7,298.2375,3.28,91,64,22.1,85,87,5.528961477624004,6.617402977974478,0.8586616190375188,1.0,1.0,2.1,0,1,0,0,0,0,0,0,0,0
2001,100.0,167.4,432.824,9.27,91,87,21.0,76,77,18.17414536944306,5.8916442118257715,2.222459048514761,7.4,7.5,2.4,0,1,0,0,0,0,0,0,0,0
2000,27.0,30.6,149.064,2.91,55,94,25.7,96,93,1.0832870676749586,7.1631723908466425,1.4036429994545037,2.1,2.2,10.8,0,1,0,0,0,0,0,0,1,0
2002,81.5,130.5,284.7375,1.34,73,83,22.3,76,75,2.534509177617855,6.846943139585379,2.1162555148025524,9.3,9.2,2.7,0,1,0,0,0,0,0,0,0,0
2012,31.0,41.5,400.445,7.22,68,53,27.1,69,65,5014.0537567949195,8.73761303680885,3.985830932572866,6.0,7.3,9.8,0,1,0,0,0,0,0,0,0,0
2014,54.1,71.9,246.6045,2.69,48,83,25.1,63,48,2.0339912586467506,7.22402480828583,2.446685436967803,3.9,3.9,5.1,0,1,0,1,0,0,0,0,0,0
2004,35.6,41.1,222.7265,6.65,99,65,25.1,98,99,1.0832870676749586,6.723832440821209,1.8082887711792655,3.4,3.4,10.1,0,1,1,0,0,0,0,0,0,0
2005,23.6,28.2,161.244,0.89,61,65,25.7,67,68,1.1853048513203654,7.872073979866873,0.1906203596086497,1.6,1.5,6.5,0,1,0,0,0,0,0,1,0,0
2011,49.4,58.8,160.701,0.44,67,64,20.8,66,67,1.0832870676749586,7.118826249062078,0.7466879474879753,11.3,11.4,4.5,0,1,0,0,0,0,0,1,0,0
2006,3.0,3.6,94.799,10.15,88,92,25.9,97,97,1.0832870676749586,10.693648007266072,1.8357763546448294,0.9,0.8,12.0,1,0,0,0,1,0,0,0,0,0
2006,5.4,6.5,74.797,9.36,87,86,27.3,89,89,1.030454533953517,10.48083098735243,1.6448050562713916,0.3,0.3,11.7,1,0,0,0,0,0,0,1,0,0
2015,12.2,15.7,124.07,5.68,90,63,26.5,88,90,1.1388283833246218,8.737131611781498,3.4490347110763153,1.1,1.1,9.1,0,1,0,0,0,0,0,0,0,1
2010,17.8,19.8,161.7965,7.19,99,83,26.6,99,99,1.4918246976412703,8.822322177471738,0.10436001532424286,3.5,3.5,8.3,0,1,0,1,0,0,0,0,0,0
2010,14.2,16.6,135.3795,0.0,98,97,27.6,98,98,1.0941742837052104,9.513403546466266,1.9740810260220096,5.6,5.4,7.3,0,1,0,0,0,0,0,0,0,0
2008,6.9,8.1,128.5065,0.5,97,93,24.8,97,97,1.1972173631218102,8.996528148090857,3.3407394126250414,8.5,8.3,9.4,0,1,1,0,0,0,0,0,0,0
2010,44.9,57.9,234.9045,0.73,56,65,25.0,61,67,1.4477346146633245,7.71244383427499,2.1174596088673567,1.4,1.3,4.0,0,1,0,0,0,0,0,1,0,0
2002,71.8,112.9,334.717,0.86,81,64,22.2,58,59,10.381236562731843,6.218600119691729,1.824549292051046,9.0,8.9,4.1,0,1,0,0,0,0,0,0,0,0
2009,8.0,9.4,60.075,1.09,99,99,28.4,98,99,1.0512710963760241,10.9868508304415,0.9745596399981308,5.0,4.6,9.2,0,1,0,0,0,1,0,0,0,0
2003,69.9,109.5,333.358,0.89,81,64,22.4,72,72,8.41486681144013,6.259581464064923,1.8453002361560848,8.8,8.7,4.1,0,1,0,0,0,0,0,0,0,0
2003,25.1,28.4,174.611,6.84,97,74,25.1,99,99,1.2840254166877414,8.83884181343129,5.208447362118994,3.3,3.3,6.2,0,1,0,0,0,0,0,0,0,1
2002,23.6,28.1,172.45,0.9,66,65,25.5,67,70,1.1853048513203654,7.8156105320351905,0.17395330712343798,1.7,1.6,6.5,0,1,0,0,0,0,0,1,0,0
2003,16.8,19.7,162.7035,4.16,83,65,30.8,90,83,1.1853048513203654,8.186185994226083,0.16551443847757333,0.2,0.2,9.2,0,1,0,0,0,0,0,1,0,0
2006,55.8,88.8,377.871,6.09,90,64,22.5,91,90,26.311339343265892,6.576469569048224,3.702535780561422,7.6,7.5,4.8,0,1,0,0,0,0,0,0,0,0
2009,13.3,14.9,125.542,8.34,94,96,27.0,97,94,1.1502737988572274,9.425371103179842,3.7252113833613265,1.0,0.9,9.3,0,1,0,0,0,0,0,0,0,1
2008,72.2,113.7,259.34,1.38,75,83,22.9,77,75,1.9155408290138962,6.90975328164481,2.272125885509337,8.1,8.0,2.8,0,1,0,0,0,0,0,0,0,0
2003,23.9,27.0,188.848,5.44,76,73,26.2,91,91,1.4918246976412703,9.514363204016016,0.8241754429663495,6.4,6.9,9.5,0,1,0,1,0,0,0,0,0,0
2007,89.2,159.6,398.4555,0.58,27,64,21.5,38,28,2.3163669767810915,6.48768401848461,2.469793011977952,1.0,1.0,1.7,0,1,0,0,0,0,0,0,0,0
2007,31.2,38.3,188.414,0.061,76,73,22.2,77,73,1.2460767305873808,7.784889295655098,5.452625176886793,1.8,1.7,7.1,0,1,1,0,0,0,0,0,0,0
2002,18.2,21.4,120.151,0.9,80,84,27.0,86,84,1.1388283833246218,7.21081845347222,2.89480635496403,6.6,6.5,4.7,0,1,0,0,0,1,0,0,0,0
2004,23.6,28.1,164.9795,0.85,63,65,25.7,67,69,1.1853048513203654,7.845416036592485,0.1823215567939546,1.6,1.5,6.5,0,1,0,0,0,0,0,1,0,0
2008,3.9,4.9,64.414,2.59,99,91,26.8,94,94,1.0832870676749586,10.364671149400635,2.1174596088673567,1.1,1.1,12.6,1,0,0,0,0,1,0,0,0,0
2004,19.0,21.6,176.2405,5.77,99,83,25.9,99,99,1.4918246976412703,8.750524669117937,0.10436001532424286,3.8,3.7,7.8,0,1,0,1,0,0,0,0,0,0
2014,15.4,18.0,143.0785,6.6,78,83,26.6,79,78,1.4918246976412703,9.683900170549684,3.435276695315018,1.6,1.5,10.0,0,1,0,0,0,0,0,0,0,1
2005,5.2,6.1,75.7275,8.0,14,85,26.6,93,93,1.1051709180756477,10.560333753369742,3.5037539699872475,0.5,0.4,12.2,1,0,0,0,0,0,1,0,0,0
2013,3.3,4.1,58.2,2.9,97,95,27.1,96,96,1.0832870676749586,10.46201703637113,2.203869120054888,1.2,1.1,12.8,1,0,0,0,0,1,0,0,0,0
2005,19.8,23.1,135.266,0.005,97,95,27.2,98,98,1.0832870676749586,9.454148923733976,1.916922612182061,5.5,5.4,6.4,0,1,0,0,0,0,0,0,0,0
2007,70.4,110.5,340.312,5.03,99,57,21.1,93,99,1.9937155332430823,5.713732805509369,2.1815467646169897,8.0,8.0,2.4,0,1,0,0,0,0,0,0,0,0
2004,6.7,7.9,180.2155,13.28,88,99,26.2,99,99,1.0832870676749586,9.287116210778231,2.4078456036515385,2.1,2.1,10.6,1,0,0,0,1,0,0,0,0,0
2010,13.0,15.1,151.4055,7.71,97,86,26.4,94,97,1.4918246976412703,8.994544758324512,0.10436001532424286,3.8,3.8,8.3,0,1,0,1,0,0,0,0,0,0
2001,13.2,14.8,121.482,4.4,74,97,25.7,91,91,1.0832870676749586,8.061486866871327,1.1085626195212777,2.8,2.8,6.8,0,1,0,0,0,0,0,0,1,0
2003,5.7,6.9,81.649,8.92,89,86,27.0,86,90,1.030454533953517,10.418584043152764,1.6154199841116479,0.3,0.3,11.6,1,0,0,0,0,0,0,1,0,0
2006,6.9,8.6,229.4005,13.34,95,94,26.2,94,94,1.0725081812542165,9.274253697719836,1.451613827240533,3.0,3.0,12.0,1,0,0,0,1,0,0,0,0,0
2006,23.8,28.4,157.5085,1.0,59,65,25.8,67,68,1.1853048513203654,7.9291264873067995,0.1906203596086497,1.6,1.5,6.5,0,1,0,0,0,0,0,1,0,0
2014,66.0,92.1,246.675,3.02,63,64,24.0,62,50,33.11545195869231,6.608000625296087,1.6789639750827108,6.7,6.5,4.4,0,1,0,0,0,0,0,0,0,0
2008,3.8,4.5,74.9395,12.03,83,62,25.3,83,83,1.0832870676749586,10.70191774575062,2.2321626286975,1.7,1.9,11.5,1,0,0,0,1,0,0,0,0,0
2006,6.0,6.9,58.798,8.25,86,86,27.1,83,85,1.0832870676749586,9.826768482122723,0.34358970439007686,0.7,0.7,9.8,1,0,0,0,1,0,0,0,0,0
2003,61.8,78.0,236.439,0.84,84,48,20.9,69,69,1.568312185490169,6.3561076606958915,2.6290069937617573,11.6,11.7,3.4,0,1,1,0,0,0,0,0,0,0
2015,5.1,6.2,110.515,10.27,96,97,26.4,96,96,1.0202013400267558,9.701554950093058,1.8594181177018698,1.2,1.2,12.5,1,0,0,0,1,0,0,0,0,0
2004,79.7,130.6,394.661,4.69,81,64,23.5,72,73,19.88568249156473,7.110696122978827,2.9047128751668225,7.0,7.1,5.1,0,1,0,0,0,0,0,0,0,0
